frames = 93 markers = 13 Hz = 30		
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	62
-117	42	128
6	-16	0
-3	19	0
2	-25	-93
-4	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	62
-117	42	128
6	-16	0
-3	19	0
2	-25	-93
-4	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	62
-117	42	128
6	-16	0
-3	19	0
2	-25	-93
-4	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	62
-117	42	128
6	-16	0
-3	19	0
3	-25	-93
-4	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	128
6	-16	0
-3	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	128
6	-16	0
-3	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	128
6	-16	0
-3	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	127
6	-16	0
-3	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	127
7	-16	0
-3	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	127
7	-16	0
-2	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	127
7	-16	0
-2	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-70	50	99
-74	-25	61
-117	42	127
7	-16	0
-2	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-69	50	99
-74	-25	61
-117	42	127
7	-16	0
-2	19	0
3	-25	-93
-3	10	-93
-1	-33	-186
-4	-1	-186
-14	5	139
13	-34	104
-16	36	104
-24	-49	64
-69	50	99
-74	-25	61
-117	42	127
7	-16	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-15	5	139
12	-34	104
-16	36	104
-24	-49	64
-69	50	99
-74	-25	61
-117	42	127
7	-16	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-15	5	138
12	-34	104
-16	37	104
-24	-49	64
-69	51	98
-74	-25	61
-117	42	127
7	-17	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-15	6	138
12	-34	104
-16	37	104
-24	-49	64
-69	51	97
-74	-25	61
-116	42	127
7	-17	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-16	6	138
11	-33	104
-16	37	103
-24	-49	65
-69	52	96
-74	-25	61
-115	42	127
7	-17	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-16	6	138
11	-33	105
-16	37	103
-24	-48	65
-69	53	95
-75	-25	61
-114	42	126
6	-17	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-16	6	138
11	-33	105
-16	37	103
-24	-48	65
-69	54	93
-75	-24	61
-112	42	126
6	-17	0
-2	19	0
3	-25	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-17	7	138
10	-33	105
-16	38	102
-25	-48	66
-68	55	91
-75	-24	61
-111	42	125
6	-18	0
-2	19	0
3	-26	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-17	8	138
9	-33	106
-16	38	101
-26	-48	67
-68	56	89
-76	-23	62
-109	42	124
6	-18	0
-2	19	0
3	-26	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-18	8	138
9	-32	107
-16	39	101
-27	-48	67
-67	57	86
-76	-23	62
-107	42	123
6	-18	0
-2	18	0
3	-26	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-18	8	138
8	-32	107
-16	39	100
-27	-48	67
-67	57	83
-77	-22	62
-105	41	121
6	-18	0
-2	18	0
2	-26	-93
-3	9	-93
-1	-33	-186
-4	-1	-186
-18	9	138
7	-32	107
-16	40	99
-28	-48	68
-66	58	81
-77	-22	62
-102	41	120
5	-19	0
-2	18	0
2	-26	-93
-3	8	-93
-1	-33	-186
-4	-1	-186
-19	9	138
7	-32	108
-16	40	98
-29	-48	68
-65	59	78
-78	-21	62
-99	40	118
5	-19	0
-2	17	0
2	-26	-93
-3	8	-93
-1	-33	-186
-4	-1	-186
-19	10	137
6	-32	108
-17	40	97
-30	-48	69
-64	60	74
-79	-21	62
-96	40	116
5	-19	0
-2	17	0
2	-26	-93
-3	8	-93
-1	-33	-186
-4	-1	-186
-20	11	137
5	-31	109
-17	41	96
-30	-48	69
-63	61	71
-80	-19	62
-93	40	113
5	-20	0
-2	17	0
2	-27	-93
-3	8	-93
-1	-33	-186
-4	-1	-186
-20	11	137
4	-31	109
-17	41	95
-31	-48	69
-61	62	68
-80	-17	62
-89	40	111
5	-20	0
-3	17	0
2	-27	-93
-3	8	-93
-1	-33	-186
