frames = 41 markers = 13 Hz = 30		
-18	12	133
-39	-15	107
27	16	104
-65	-31	55
35	67	116
-114	-13	78
-15	47	100
-26	-9	1
11	9	1
-31	-9	-93
10	8	-94
-38	-8	-186
12	-1	-187
-19	13	132
-40	-15	107
27	16	104
-65	-31	55
35	67	116
-115	-13	78
-15	46	101
-26	-9	1
8	9	1
-31	-9	-93
10	8	-94
-38	-8	-186
12	-1	-187
-21	13	132
-41	-15	107
27	16	104
-66	-30	55
35	67	116
-116	-13	80
-15	45	101
-27	-9	1
6	9	1
-31	-9	-93
10	8	-94
-38	-8	-186
12	-1	-187
-21	13	132
-42	-15	107
27	16	104
-66	-30	55
35	67	116
-116	-13	80
-15	44	101
-27	-9	1
5	9	1
-31	-9	-93
10	8	-94
-38	-8	-186
12	-1	-187
-21	13	132
-43	-15	107
26	16	104
-67	-30	55
35	67	116
-117	-13	80
-15	44	101
-28	-9	1
4	9	1
-32	-9	-93
9	8	-94
-38	-8	-186
12	-1	-187
-21	13	132
-43	-15	107
26	16	104
-68	-30	56
35	67	116
-118	-13	80
-15	44	101
-28	-10	1
3	9	1
-32	-9	-93
9	8	-94
-38	-8	-186
12	-1	-187
-23	13	132
-43	-15	107
25	16	104
-68	-30	56
35	67	116
-118	-13	80
-16	44	101
-28	-10	1
3	10	1
-32	-9	-93
9	8	-94
-38	-8	-186
12	-1	-187
-24	11	132
-43	-16	107
25	16	104
-68	-31	56
34	67	116
-118	-13	79
-17	44	101
-28	-11	1
1	10	1
-32	-9	-93
9	8	-94
-38	-8	-186
12	-1	-187
-25	10	132
-43	-17	107
24	16	104
-69	-31	56
34	67	116
-119	-13	79
-19	44	102
-28	-11	1
0	11	1
-32	-9	-93
9	8	-94
-38	-8	-186
12	-1	-187
-26	9	132
-41	-18	106
24	16	104
-70	-32	56
31	67	116
-119	-13	78
-21	43	102
-29	-11	1
0	11	1
-33	-9	-93
9	8	-94
-38	-8	-186
12	-1	-187
-27	8	132
-41	-19	106
23	16	104
-70	-32	57
31	67	116
-119	-13	77
-22	42	102
-31	-11	1
0	11	1
-33	-10	-93
8	8	-94
-38	-8	-186
12	-1	-187
-28	8	132
-41	-20	106
23	16	104
-69	-33	57
24	68	116
-120	-13	77
-24	42	102
-31	-11	1
0	11	1
-33	-10	-93
8	8	-94
-38	-8	-186
12	-1	-187
-28	7	132
-41	-20	106
22	16	104
-69	-34	58
24	69	116
-120	-13	77
-25	41	102
-31	-11	1
-1	11	1
-34	-10	-93
8	8	-94
-38	-8	-186
12	-1	-187
-27	7	132
-41	-20	107
22	16	104
-68	-34	58
20	69	113
-118	-13	77
-26	41	102
-31	-11	1
-1	11	1
-34	-10	-93
8	8	-94
-38	-8	-186
12	-1	-187
-25	7	134
-38	-20	107
22	16	104
-64	-34	59
20	69	111
-113	-16	81
-25	41	103
-31	-11	1
-2	11	1
-35	-10	-92
7	8	-94
-38	-8	-186
12	-1	-187
-21	9	136
-36	-21	109
22	16	104
-63	-34	61
24	69	111
-108	-16	88
-22	41	104
-31	-11	2
-3	11	1
-35	-9	-92
7	8	-94
-38	-8	-186
12	-1	-187
-17	10	136
-33	-21	110
22	18	103
-63	-34	64
28	69	111
-105	-16	94
-19	41	106
-31	-13	2
-3	12	1
-35	-9	-92
7	8	-94
-38	-8	-186
12	-1	-187
-15	11	136
-31	-22	110
26	22	102
-63	-35	65
33	68	111
-104	-16	96
-16	41	107
-31	-13	2
-3	14	1
-35	-9	-92
7	8	-94
-38	-8	-186
12	-1	-187
-12	11	136
-30	-21	109
29	22	102
-62	-35	64
33	68	111
-103	-16	97
-15	41	106
-31	-13	2
-3	15	0
-35	-9	-92
7	8	-95
-38	-8	-186
12	-1	-187
-10	11	136
-28	-21	108
30	22	102
-61	-34	64
35	69	111
-102	-16	97
-13	42	105
-30	-13	2
-2	16	-1
-35	-9	-93
7	8	-95
-38	-8	-186
12	-1	-187
-8	11	135
-26	-20	108
30	22	102
-59	-33	64
35	70	111
-101	-15	97
-12	42	104
-28	-13	2
0	16	-1
-34	-8	-93
7	8	-95
-38	-8	-186
12	-1	-187
-7	11	135
-24	-20	108
30	22	102
-57	-33	64
37	72	111
-100	-14	96
-8	43	104
-27	-13	2
2	16	-1
-33	-8	-93
7	8	-95
-38	-8	-186
12	-1	-187
-7	11	135
-23	-19	108
30	22	102
-56	-33	64
37	73	115
-99	-14	95
-8	44	104
-26	-13	2
4	16	0
-32	-8	-93
8	8	-95
-38	-8	-186
12	-1	-187
-7	10	136
-23	-19	108
30	22	102
-54	-33	64
37	73	118
-99	-14	93
-8	46	103
-25	-13	2
6	16	0
-31	-8	-93
8	8	-95
-38	-8	-186
12	-1	-187
-7	10	136
-23	-19	108
30	22	102
-53	-34	63
36	73	118
-99	-15	91
-8	47	103
-23	-13	2
8	16	0
-30	-8	-93
9	8	-95
-38	-8	-186
12	-1	-187
-7	10	136
-23	-21	107
29	22	102
-52	-37	61
33	73	118
-99	-17	88
-11	49	102
-21	-13	2
10	16	0
-29	-8	-93
10	8	-95
-38	-8	-186
12	-1	-187
-8	10	136
-23	-21	105
28	22	103
-51	-37	58
29	73	118
-99	-17	84
-15	49	101
-19	-13	2
12	16	0
-28	-8	-93
11	8	-95
-38	-8	-186
12	-1	-187
-8	10	136
-23	-21	104
28	22	103
-50	-37	58
27	73	118
-100	-17	82
-17	49	101
-19	-11	2
14	16	0
-27	-8	-93
12	8	-95
-38	-8	-186
12	-1	-187
-8	10	136
-23	-21	104
28	22	103
-49	-36	57
27	73	118
-100	-17	80
-17	49	101
-19	-9	2
16	16	0
-27	-8	-93
13	8	-94
-38	-8	-186
12	-1	-187
-8	10	136
-24	-21	104
28	22	103
-48	-36	56
26	73	118
-100	-16	78
-17	49	101
-19	-9	2
16	15	0
-27	-8	-93
13	8	-94
-38	-8	-186
12	-1	-187
-9	10	135
-25	-21	104
28	22	103
-48	-36	56
24	73	118
-100	-16	76
-17	49	101
-19	-9	2
16	15	0
-27	-8	-93
13	8	-94
-38	-8	-186
12	-1	-187
-10	10	135
-26	-21	104
28	22	103
-48	-36	55
24	73	118
-101	-16	75
-17	49	99
-20	-9	2
16	15	0
-27	-8	-93
13	8	-94
-38	-8	-186
12	-1	-187
-10	10	135
-27	-20	104
28	22	103
-49	-34	55
24	73	118
-102	-14	75
-17	49	98
-20	-9	2
15	15	0
-27	-8	-93
13	8	-94
-38	-8	-186
12	-1	-187
-11	10	135
-28	-19	104
28	22	104
-51	-34	54
24	73	118
-102	-13	74
-18	49	98
-20	-9	2
15	14	1
-28	-8	-93
12	8	-94
-38	-8	-186
12	-1	-187
-11	10	135
-29	-19	104
28	22	104
-52	-33	54
25	73	117
-102	-13	74
-18	49	99
-20	-9	1
15	13	1
-28	-9	-93
12	8	-94
-38	-8	-186
12	-1	-187
-11	10	135
-31	-19	104
28	22	104
-53	-31	54
27	73	117
-103	-13	74
-16	49	99
-21	-9	1
14	12	1
-28	-9	-93
12	8	-94
-38	-8	-186
12	-1	-187
-12	10	135
-32	-16	104
28	22	105
-54	-31	54
29	73	117
-104	-13	75
-15	49	99
-21	-9	1
14	12	1
-28	-9	-93
12	8	-94
-38	-8	-186
12	-1	-187
-12	10	135
-33	-15	104
28	22	105
-55	-31	54
31	73	117
-105	-13	75
-15	49	99
-21	-9	1
14	11	1
-28	-9	-93
12	8	-94
-38	-8	-186
12	-1	-187
-13	10	135
-35	-15	104
28	21	105
-57	-31	54
33	72	117
-106	-13	77
-15	49	99
-21	-9	1
14	11	1
-29	-9	-93
11	8	-94
-38	-8	-186
12	-1	-187
-16	11	134
-37	-15	106
28	19	105
-59	-31	54
34	69	117
-107	-13	77
-15	49	99
-23	-9	1
14	11	1
-29	-9	-93
11	8	-94
-38	-8	-186
12	-1	-187
-16	11	133
-38	-15	107
28	16	105
-61	-31	54
35	67	116
-108	-13	78
-15	48	100
-24	-9	1
12	10	1
-30	-9	-93
11	8	-94
-38	-8	-186
12	-1	-187
